Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,ATR_14,RSI_14,MACD,MACD_Signal,ADX_14,DI+_14,DI-_14,CCI_14
2023-09-13 00:00:00+00:00,270.07000732421875,274.9800109863281,268.1000061035156,271.29998779296875,271.29998779296875,111673700,258.07499542236326,256.5943991088867,258.618485339215,256.5943991088867,277.9564598573653,245.3509979248047,212.74553599224404,11.557516919877674,60.53063516590005,3.4705358404423237,-0.7846697019532023,22.722594087582745,27.077179929325133,15.179154525399841,138.7150261672523
2023-09-14 00:00:00+00:00,271.32000732421875,276.7099914550781,270.4200134277344,276.0400085449219,276.0400085449219,107709800,259.988996887207,256.4655990600586,261.7860350129799,257.3569720279469,281.75539684560493,247.872998046875,213.99059924814506,11.171778678998969,62.57362800661489,4.738270874603501,0.3199184133581383,23.286833685242105,27.094767766724242,14.553320268620839,131.40488608128018
2023-09-15 00:00:00+00:00,277.54998779296875,278.9800109863281,271.0,274.3900146484375,274.3900146484375,133422800,261.61999969482423,256.4225991821289,264.07766767397214,258.02493448365243,283.7073393425814,250.63149871826172,217.55565809394204,10.938467863631894,61.38255482620007,5.545889740114433,1.3651126787093972,24.00216450415916,27.166842610141405,13.777229213811697,110.65029533959127
2023-09-18 00:00:00+00:00,271.1600036621094,271.44000244140625,263.760009765625,265.2799987792969,265.2799987792969,101543300,263.6470001220703,256.2395993041992,264.29627332948576,258.3094468089718,282.53445789145263,253.12099838256836,223.7075388736841,10.915957507423348,55.141639846950284,5.3887136282031065,2.169832868608139,23.527146366629808,25.236252350828376,17.638273824235633,45.81359973848539
2023-09-19 00:00:00+00:00,264.3500061035156,267.8500061035156,261.20001220703125,266.5,266.5,103704000,264.6480010986328,256.17739959716795,264.69695090594286,258.63064497332584,283.0447539824839,254.88199844360352,226.71924290472316,10.605126027289872,55.78990189876262,5.301482143562794,2.7961627235990703,22.724467717970324,24.083228942655385,18.59125693818481,27.863318954846445
2023-09-20 00:00:00+00:00,267.0400085449219,273.92999267578125,262.4599914550781,262.5899963378906,262.5899963378906,122514600,265.71500091552736,256.03339935302733,264.3138682572061,258.7859136542892,282.85240023589415,256.35199813842775,229.85159604096137,10.668053271690429,53.139415607272824,4.860813512823825,3.2090928814440214,22.6084903843908,26.345941284923462,17.136895620136304,31.334688856771145
2023-09-21 00:00:00+00:00,257.8500061035156,260.8599853515625,254.2100067138672,255.6999969482422,255.6999969482422,119531000,266.13600006103513,255.7075994873047,262.74770983739444,258.66489731287555,282.2503455304539,257.29399795532225,232.33765038019064,10.501797754537362,48.74476225559272,3.910536844975752,3.3493816741503677,21.393641025461196,24.8183698971764,21.85145386077745,-37.982422631598624
2023-09-22 00:00:00+00:00,257.3999938964844,257.7900085449219,244.47999572753903,244.8800048828125,244.8800048828125,127524100,265.7740005493164,255.04719970703124,259.4990362092886,258.1243132960103,280.46103622850484,258.03599853515624,235.61096084180764,10.70559717447595,42.763733306731325,2.258320295488147,3.131169398417924,20.391522698581824,22.57906408194652,26.47576063493766,-96.75483175230343
2023-09-25 00:00:00+00:00,243.3800048828125,247.1000061035156,238.30999755859372,246.9900054931641,246.9900054931641,104636600,263.11500244140626,254.35939971923827,257.22466698817504,257.6876737743301,279.6915848378067,258.45599899291994,237.22041314803317,10.566736818019226,44.20157221662607,1.1064319330915282,2.7262219053526446,20.04197169830641,21.217524197522664,29.111972230431125,-118.79643959643789
2023-09-26 00:00:00+00:00,242.97999572753903,249.5500030517578,241.66000366210935,244.1199951171875,244.1199951171875,101993600,260.7790008544922,253.43419952392577,254.8419993752682,257.15560794463823,279.0841753236019,258.7209983825684,238.3578214415348,10.37290671838416,42.632770489098604,-0.03760031169130684,2.1734574619438547,19.421849193378726,21.759200693636746,27.508492136252073,-104.32511723486674
