Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,ATR_14,RSI_14,MACD,MACD_Signal,ADX_14,DI+_14,DI-_14,CCI_14
2023-09-13 00:00:00+00:00,331.3099975585937,336.8500061035156,331.1700134277344,336.0599975585937,333.55633544921875,16544400,332.15899963378905,332.48219909667966,332.1255575593774,332.48219909667966,339.3482657202253,327.0875015258789,314.8267373315325,5.939104840609201,57.12243068794459,1.0269470615691603,-0.6938092336919268,19.229284177414943,22.720640530202598,15.696319285204753,89.37807285486095
2023-09-14 00:00:00+00:00,339.1499938964844,340.8599853515625,336.57000732421875,338.70001220703125,336.1766357421875,20267000,333.15,332.49319946289063,333.3209129498599,332.7260349049288,340.8478502815014,328.00250244140625,315.1571546013111,5.855688084686517,59.64544846772103,1.5263457384380104,-0.2497782392659394,19.917896248072015,26.371535301186867,14.754115234897595,139.31141525200383
2023-09-15 00:00:00+00:00,336.9200134277344,337.3999938964844,329.6499938964844,330.2200012207031,327.75982666015625,37666900,333.3959991455078,332.27219970703123,332.75711081728593,332.6277590741749,340.4790270535303,328.6695022583008,316.8599774630713,6.089186215286221,49.558051002008746,1.2237501417654926,0.04492743694034701,18.75070449389722,23.506505038614723,21.458348433568688,18.544772481614324
2023-09-18 00:00:00+00:00,327.79998779296875,330.3999938964844,326.3599853515625,329.0599975585937,326.60845947265625,16834200,333.4359985351563,332.10899963378904,332.0849084066146,332.4878468578776,339.7002357254877,329.2985015869141,318.8967674483405,5.9396456799131645,48.35335879536068,0.8801920443551126,0.21198035842330012,17.671423493923616,22.339724640994564,24.435412780632088,-77.93686566279683
2023-09-19 00:00:00+00:00,326.1700134277344,329.3900146484375,324.510009765625,328.6499938964844,326.20147705078125,16505900,332.9459991455078,332.04539978027344,331.46037849568177,332.33734282017593,339.4764644046859,329.63700103759766,319.7975376705094,5.862436930047593,47.91005483685386,0.5682850714082974,0.2832413010202996,17.035689407480206,20.984760696859748,25.25263988368432,-109.26312250473664
2023-09-20 00:00:00+00:00,329.510009765625,329.5899963378906,320.510009765625,320.7699890136719,318.38018798828125,21436500,331.73499755859376,331.8113995361328,329.5166713171345,331.8837211022738,339.66236567262104,329.55250091552733,319.44263615843363,6.09654184396901,40.26876449780261,-0.3111670498587955,0.16435963084448058,17.156805922117186,18.710758175337077,27.289923249671922,-172.25765203554832
2023-09-21 00:00:00+00:00,319.260009765625,325.3500061035156,315.0,319.5299987792969,317.1494445800781,35529500,330.6969970703125,331.45799926757815,327.7009126738913,331.3992614033335,340.1534445239338,329.1790008544922,318.2045571850506,6.405607503433538,39.209016881918316,-1.0955670262449075,-0.08762570057339705,18.07973409025484,16.514013246490823,30.33622532445532,-194.36618622644178
2023-09-22 00:00:00+00:00,321.32000732421875,321.45001220703125,316.1499938964844,317.010009765625,314.6482849121094,21447900,328.9709991455078,330.94499938964844,325.75711214511557,330.8349770253842,340.5638470854749,329.03100128173827,317.49815547800165,6.325372040280526,37.07368695140708,-1.8986650826095683,-0.44983357698063137,18.930838969547704,15.50982183395591,28.491526733940656,-168.88122138559868
2023-09-25 00:00:00+00:00,316.5899963378906,317.6700134277344,315.0,317.5400085449219,315.1742858886719,17836000,326.9309997558594,330.39099975585935,324.2630933087167,330.3136057124249,341.07956454660865,328.75900115966795,316.43843777272724,6.060396360176667,37.840426675956046,-2.4639566477079597,-0.8526581911260971,19.87991939737355,15.01449112809776,28.95713621099081,-144.2931532154634
2023-09-26 00:00:00+00:00,315.1300048828125,315.8800048828125,310.0199890136719,312.1400146484375,309.81451416015625,26297600,324.96800231933594,329.71919982910157,322.0588971886659,329.6009158667783,342.3436075187128,328.1810012817383,314.0183950447638,6.166091786885368,33.37792768969273,-3.3095383654082298,-1.3440342259825238,21.399980310764093,13.688517006170692,32.24822828190667,-147.66915877710676
